pid,week,date,missing,dropout,Entertainment,Social,Information & Reading,Games,Productivity & Finance,Travel,Other,Creativity,Education,Health & Fitness,Shopping & Food,Utilities,totalScreentime,platform
6,2,2024-05-08,FALSE,FALSE,5.761223868623362,2.2762815714717743,4.68628754131363,4.957197579961728,0.9257645695287872,1.8781239363379656,2.608365240351159,2.262981589020147,2.367700907408467,2.303989322679999,2.691894609510376,5.024334388375925,37.74414512458332,iOS
6,3,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,4,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,5,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,6,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,7,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,8,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,9,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,10,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,11,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
6,12,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
7,1,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
7,2,2024-05-08,FALSE,FALSE,3.4123637751512153,2.999549666690418,0,2.9655324006631276,0,5.516743710658681,0,3.342281448061125,0,1.7427231237530245,0,3.6011721527428,23.580366277720394,iOS
7,3,2024-05-15,FALSE,FALSE,0,2.214008375181359,0,2.4571550239061377,3.8562948249994977,2.2024149627555576,3.3036577841762615,0,3.185718824636913,0,0,0,17.219249795655728,iOS
7,4,2024-05-22,FALSE,FALSE,1.0360346191588632,2.7072786493588255,0,6.2791029354769154,3.6205753579538427,0,4.795627447668444,3.1651382387263283,4.623337307919818,0,3.2535404068905613,0,29.4806349631536,iOS
7,5,2024-05-29,FALSE,FALSE,1.3932300533802464,3.738039626851691,0,4.53468625925858,0,0,1.4223734917376107,0,3.896493055808349,0,0,0.7101647430888887,15.694987230125367,iOS
7,6,2024-06-05,FALSE,FALSE,1.0627449320249391,0,0,0,0,2.6191212949949185,3.4024960608399026,5.005165423691469,2.2411333912370486,0,8.10420555737466,3.392117132724669,25.826983792887606,iOS
7,7,2024-06-12,FALSE,FALSE,0,0,0,0,1.9602307242166799,0,0,1.9292504079327486,3.620542708559698,2.7242217502140482,3.90784418175174,2.4075900152381586,16.54967978791307,iOS
7,8,2024-06-19,FALSE,FALSE,1.5020494681625263,2.500342917490095,1.6968096583947778,3.6639860705105236,0,0.9419524432156512,2.2255816101469574,1.3048444786049869,0,5.451616128369996,0.8574752457939031,4.021078327960975,24.16573634865039,iOS
7,9,2024-06-26,FALSE,FALSE,3.536674486382262,2.842015719664839,0,3.4657055449099916,2.6532219454066146,0,0,2.1367460633190993,5.529053960604107,0,0,0,20.163417720286915,iOS
7,10,2024-07-03,FALSE,FALSE,1.7726939177011056,2.079016577193885,0,0,1.1500027936664239,2.1237443267892147,2.8492482974219673,0,0.961842438719598,3.5671205888798805,4.557962613316616,0,19.06163155368869,iOS
7,11,2024-07-10,FALSE,FALSE,5.217158039353477,0,0,1.448978358846502,0,0,3.286363040419926,1.5505809894608427,1.9689318326308711,5.107829926410443,0,0,18.57984218712206,iOS
7,12,2024-07-17,FALSE,FALSE,0,3.056292725106305,2.6615140076464643,1.9536925258978441,2.6549042870097552,0,3.413469915790059,4.776581903129946,3.2422495486364067,0,0,3.775436250023948,25.53414116324073,iOS
8,1,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
8,2,2024-05-08,FALSE,FALSE,1.9019685323176996,0,0,0,3.0986089504136576,4.494408563410847,2.1660422682332183,2.0290034395217105,1.829721436743646,2.759833165733218,4.970913722554254,0,23.25050007892825,iOS
8,3,2024-05-15,FALSE,FALSE,0,0,2.188320861098114,1.605395656321385,5.496145584335235,0,2.2106818491675777,1.3784835720881425,2.3668494034144896,4.671073331358967,2.4172057367816526,5.464605583000273,27.798761577565834,iOS
8,4,2024-05-22,FALSE,FALSE,0,4.930434583082762,0,3.860139966131493,4.783683703341796,0,1.778588777529281,0,0,0,3.7403147254015576,1.7209901117393585,20.814151867226247,iOS
8,5,2024-05-29,FALSE,FALSE,0,0,3.249589338201007,0,0,1.0240243671141396,3.1527400255569757,1.9884128680273752,0,4.075738770383788,0,0,13.490505369283285,iOS
8,6,2024-06-05,FALSE,FALSE,2.8205476732813826,5.7927889172829214,0,0,0,7.320301622010709,1.431490729208418,2.122306326301278,2.7572874905978195,3.1113551721802235,2.31815332681187,2.62689593893797,30.301127196612587,iOS
8,7,2024-06-12,FALSE,FALSE,0,8.854631853017187,0,0,0,2.2868939641345074,3.638544841205209,0,0,3.0551891990225584,1.0022980057684423,1.489350836437376,20.326908699585278,iOS
8,8,2024-06-19,FALSE,FALSE,0,0,0,3.4156533389005097,0,0,3.143903340772994,6.421284534013604,0,1.3392729505698149,3.4605009483469593,3.206243763945386,20.986858876549263,iOS
8,9,2024-06-26,FALSE,FALSE,0,3.661102889856108,2.3307209046185835,1.686435383632217,1.6400487612605925,0,2.8493774218211176,1.944963838974594,7.561976993611496,4.309298639655445,0,4.191355082903391,30.175279916333544,iOS
8,10,2024-07-03,FALSE,FALSE,0,0,0,0.8691487209808705,0,1.8231222478134848,0,4.762352100329906,1.6230048251822569,1.3338720073093986,0,0,10.411499901615917,iOS
8,11,2024-07-10,FALSE,FALSE,0,0.7724879963175625,3.001497770424146,0,0,0,0,0,0,3.2389695014355553,1.392340889697361,2.3906714125071926,10.795967570381816,iOS
8,12,2024-07-17,FALSE,FALSE,1.1989801302602225,2.818787449906204,1.635577571632193,2.1588854348973925,0,0,7.203985911816115,0,0,0,3.7386866237443677,0,18.754903122256493,iOS
10,1,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
10,2,2024-05-08,FALSE,FALSE,0,0,3.3939235024604226,3.619842670614916,2.2803657994026763,0,1.7639235053430764,0,9.962914054452924,2.305461252300424,5.023641688906705,0,28.350072473481145,iOS
10,3,2024-05-15,FALSE,FALSE,0,7.105073934407151,0.21171455466547118,4.0075072117932935,1.9178679770966078,0,3.1396663986205904,0,0,0,0,3.5758214538923125,19.957651530475427,iOS
10,4,2024-05-22,FALSE,FALSE,1.335683825502642,1.7472764865817012,4.87534769298937,0,3.185186900530585,0.40840927700688673,0,0,4.417309078877726,0,0,0.8996743264690844,16.868887587958,iOS
10,5,2024-05-29,FALSE,FALSE,0,0.20950619454049127,3.9441372971121327,2.803673638620038,0.5464289553215401,0,0,3.0409282627084693,0,0,1.1314696982762478,4.8076735459449,16.48381759252382,iOS
10,6,2024-06-05,FALSE,FALSE,4.356503350923949,1.4504837398571482,6.110486227467462,2.2862036361981497,1.0138853988499652,0.7831850752487953,0,0,0.5342914198535347,3.12878184189246,0,3.785218873940002,23.449039564231462,iOS
10,7,2024-06-12,FALSE,FALSE,3.615806975417212,0,3.152046163233914,2.8566409065679466,2.9933963999084585,2.0023821626883223,2.1977157807477883,0.5061461941327415,2.9917556146743256,2.2114010125713968,0.4747893019055208,1.1583640310970278,24.160444542944653,iOS
10,8,2024-06-19,FALSE,FALSE,1.5443355779559087,0.8479202842803015,1.3066342840775158,0,4.506561200721852,13.298833735833547,0,2.715575273827298,0,3.9671801015392925,2.820295792849222,0,31.007336251084936,iOS
10,9,2024-06-26,FALSE,FALSE,1.9703266499478798,3.6344972155458626,4.9117352219454435,0,3.0378900901835504,0,1.963028139988607,0,6.0523911540078315,1.6270618803363188,2.2617658623348635,4.6260866422756814,30.084782856566036,iOS
10,10,2024-07-03,FALSE,FALSE,0,0,0,1.6741542787633978,0,0,0,5.971431557901645,4.852819352333914,1.9283238131332088,1.241687578354394,0,15.66841658048656,iOS
10,11,2024-07-10,FALSE,FALSE,0,1.008000729568623,0,0,0,0.9167386328559288,3.0970792678628003,0,3.600227075519708,1.1451209771809916,3.2050189912415257,0,12.972185674229577,iOS
10,12,2024-07-17,FALSE,FALSE,0,3.467125385278111,2.963064742802204,1.6835805788495755,0,0,0,0,3.2337129380847887,5.147291474733105,6.537056276348976,3.473341707866936,26.5051731039637,iOS
11,1,2024-05-01,FALSE,FALSE,2.5203229368585607,3.751847407561882,2.7566817066477824,8.631358403182515,4.183557916407271,0,0,4.012882886052706,3.273297482461998,2.548145635009145,6.907131824737332,0,38.585226198919194,iOS
11,2,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,3,2024-05-15,FALSE,FALSE,0,0,0,0,0,0,4.394412253202109,0,1.9921531223457951,0,2.496789008320354,0,8.883354383868259,iOS
11,4,2024-05-22,FALSE,FALSE,2.2854924776779764,3.3260620674682135,2.715936546086358,1.4221823073213513,0,0,0,3.0194217197917954,0,0,0,3.4738356595729174,16.242930777918613,iOS
11,5,2024-05-29,FALSE,FALSE,4.036781543738822,0,0,0,3.3728133701771164,3.4740487794273567,3.318323523661983,1.9578177793134086,3.0477564294391644,4.108161897503871,2.2811365849277885,0,25.596839908189512,iOS
11,6,2024-06-05,FALSE,FALSE,0,4.481375046184728,2.272373498341428,1.9832211264103186,3.594368631634059,4.075206553716361,5.575138256258706,0,0,1.468971059927525,0,7.286966240147772,30.737620412620895,iOS
11,7,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,8,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,9,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,10,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,11,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
11,12,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
13,1,2024-05-01,FALSE,FALSE,0,2.003522548557337,0,1.5375255655067381,2.9006916508665896,5.257009127082899,0,3.2643546168012816,3.548971146549573,6.7234823301181255,4.391092937557393,0,29.62664992303994,iOS
13,2,2024-05-08,FALSE,FALSE,0,7.712714530595061,0,3.6263664154989033,2.9182599545870103,3.149947789961722,0,1.4832973621438885,0,0,0,3.1316716729966876,22.022257725783277,iOS
13,3,2024-05-15,FALSE,FALSE,1.8222088322533934,2.5392750295348336,2.2496900765825143,0,0,2.5327457455663054,3.614905164884943,0.6614399291588762,2.6602678644614683,3.6855543045009602,1.3918299619126608,2.136438090104083,23.29435499896004,iOS
13,4,2024-05-22,FALSE,FALSE,1.0096830505751297,0,0,0,1.3813217703539762,2.210607996068237,5.398939366744082,0,0,0.9914528391961067,1.3148428555741773,0,12.306847878511709,iOS
13,5,2024-05-29,FALSE,FALSE,1.246742992401181,0,4.421423671748581,0,0,2.4830393035927547,0.2303510451387628,0,0,0,8.599128998239928,3.2942364122028023,20.27492242332401,iOS
13,6,2024-06-05,FALSE,FALSE,5.657826855891208,3.019062829088306,0,2.0082874531240527,0,1.4743864043533332,0,0,4.720698602284603,7.253479571566901,0,0,24.133741716308407,iOS
13,7,2024-06-12,FALSE,FALSE,0,0,3.2900718055065536,1.9096529408439613,0,1.487992357947777,2.2426280755540917,0,4.6147455238256265,0,5.680911705965655,0,19.226002409643666,iOS
13,8,2024-06-19,FALSE,FALSE,2.0798354174042935,0,4.927271027279232,0.7284607109921007,2.076736356608653,0,0,0,0,3.0335244161467867,4.490999505696486,0,17.336827434127553,iOS
13,9,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
13,10,2024-07-03,FALSE,FALSE,0,2.5433898643972634,5.017722295870752,1.8898224454536516,3.2840648651629585,0,1.522104455401476,0,0,0,0,1.3588712338672333,15.615975160153335,iOS
13,11,2024-07-10,FALSE,FALSE,3.1127802391970922,2.5496312945721487,2.0830204171848825,1.266426536783952,0,0,0,1.5466952935865206,0,2.36379558855037,3.572237048620807,0,16.49458641849577,iOS
13,12,2024-07-17,FALSE,FALSE,1.7670928716806862,0,5.178516068667959,1.2180528103291917,1.6258904748180507,3.173228895740714,4.5712177217472085,1.8924224347771814,0,0,0,4.043245372088727,23.46966664984972,iOS
15,1,2024-05-01,FALSE,FALSE,0,0,1.1195532164799964,0,3.382750507822709,0,0,1.8619344610255846,0,0,1.828992475393356,1.6595025087623272,9.852733169483972,iOS
15,2,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
15,3,2024-05-15,FALSE,FALSE,0,0,0,3.311960458475491,2.2281000982242394,3.550223129428494,2.8757048359904425,3.810909442964302,0,3.0338616217122714,1.4491855600599501,1.37812106978884,21.638066216644027,iOS
15,4,2024-05-22,FALSE,FALSE,3.327201940034513,6.33023603164198,5.022175816750557,1.4124812332742098,0,3.3038668903002213,0,2.821291240883538,0,3.613604367315492,1.2367373583229113,1.2478321317655734,28.315427010289,iOS
15,5,2024-05-29,FALSE,FALSE,0,2.448921017916554,0,4.344352892193126,0,3.1491564811325587,2.1782194432648536,0,0,8.427396083431471,0,0,20.548045917938563,iOS
15,6,2024-06-05,FALSE,FALSE,0,0,4.008148121208895,0,4.532734579201956,2.0315885846875945,0,2.627758506826737,2.9547279317212207,2.1515407927800054,1.016958468249523,2.8550430887017426,22.17850007337767,iOS
15,7,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
15,8,2024-06-19,FALSE,FALSE,2.932654380863369,6.844800895929025,0,7.511951736312515,1.6529100225049727,1.812450627268701,2.836543763000139,0,1.8577683698699199,4.277806464528198,8.360507982192164,1.3753059683221387,39.46270021079114,iOS
15,9,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
15,10,2024-07-03,FALSE,FALSE,0,0,1.4689923831970513,0.9261541353641677,5.200952461645708,3.3754544021078816,1.9794166469686036,0,0,2.072862964723878,3.815601202898435,0,18.839434196905728,iOS
15,11,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
15,12,2024-07-17,FALSE,FALSE,4.9433179332735335,0,0,2.939106297608665,2.2647117159320125,0.755140423001405,0,0,0,0,2.809430679580596,1.5204647690557929,15.232171818452006,iOS
16,1,2024-05-01,FALSE,FALSE,1.5855034128778323,4.476341397691503,3.6465187993835833,0,0,0,5.29444627230963,6.525973472634987,4.622245831463346,0,3.4865042092603487,0,29.63753339562123,iOS
16,2,2024-05-08,FALSE,FALSE,5.000381584494619,0,0,3.176570601842387,0,0,0,1.8563905417250135,2.2599717304931835,0,2.272191188246314,2.654021047029089,17.21952669383061,iOS
16,3,2024-05-15,FALSE,FALSE,3.117732591399726,1.294426164073279,4.257305079361583,1.6528092512660413,0,0.9979534139559412,2.6979589900775354,0,0,1.3724196708386758,2.850250868312442,1.6219719110669708,19.862827940352194,iOS
16,4,2024-05-22,FALSE,FALSE,0,0,1.7999742108060475,1.7996999846396569,0,5.86249098641011,0,6.811359507828123,0.6392437625369389,0,2.8799663702300218,0,19.7927348224509,iOS
16,5,2024-05-29,FALSE,FALSE,0,0,2.7675294509530253,5.517945196753339,2.4026905733334245,0,0,0,0,1.3296015467819084,0.3591717807662566,0,12.376938548587955,iOS
16,6,2024-06-05,FALSE,FALSE,2.270605415683281,0,0,3.691995105391643,4.0861650904364595,3.399224514485255,5.743300090902527,1.0736012354624624,6.241945220279063,0,3.7671476651623617,1.6092527267874348,31.88323706459049,iOS
16,7,2024-06-12,FALSE,FALSE,0,1.136213100076321,1.0608693052509903,0,1.259715759004567,3.0353736742840725,1.9079864353002456,6.226244786876569,1.4260082145065582,5.967281009214366,1.3830236737287571,3.792108981555565,27.19482493979801,iOS
16,8,2024-06-19,FALSE,FALSE,0,3.5321884684410603,0,3.3801091703922834,0,4.126093390491761,0,0,0,3.537472294976207,3.740705140088403,0,18.316568464389714,iOS
16,9,2024-06-26,FALSE,FALSE,2.0234306259920114,3.1907747552049117,0,3.459729574017049,2.4677749517636727,0,0.802354889855228,0,1.3014971207141095,3.8183297172265167,3.7643620827276103,0.4246959289050458,21.252949646406154,iOS
16,10,2024-07-03,FALSE,FALSE,0,1.4724334800296814,1.5324049261485513,0,3.4501954964183383,1.096309060017671,3.0664977054975218,2.5671644030336136,0,3.1016152510353368,0,0,16.286620322180713,iOS
16,11,2024-07-10,FALSE,FALSE,0,1.4947505079026222,5.863614951634919,0,0,0,2.7455270814965114,2.800072891929377,0,2.6017538265209343,1.8229919353912387,1.3263718525643582,18.65508304743996,iOS
16,12,2024-07-17,FALSE,FALSE,0,3.188299084660757,0,0,0,2.9170489641614727,1.9513368243638034,1.8275203283301207,1.049558956856532,3.0871341153212466,3.048058512655964,4.057921474921599,21.126878261271496,iOS
17,1,2024-05-01,FALSE,FALSE,0,5.952440310566137,0,0,3.142287281524479,0,0,0,0,2.321617498831724,0,0,11.416345090922341,iOS
17,2,2024-05-08,FALSE,FALSE,0,1.2215870932623256,0,4.12166995759594,2.4603815648372804,4.2706259384892356,2.746565725497987,1.941150537567974,0,0,5.38187823430865,0,22.143859051559392,iOS
17,3,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
17,4,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
17,5,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iOS
17,6,2024-06-05,FALSE,FALSE,4.641017176686208,0,4.350514849380125,0,0,0,0,0,1.3765499954215683,2.036139280100763,0,0,12.404221301588663,iOS
17,7,2024-06-12,FALSE,FALSE,6.08182403767282,0,2.39924832670289,0,3.068727697217444,0,1.7085101222778496,0,0,1.5582564186128083,2.371231309362787,1.8699673599975386,19.057765271844136,iOS
17,8,2024-06-19,FALSE,FALSE,3.3890758321113372,2.6584018366894058,3.4619584104406633,0,2.283513121005763,2.6762309316007813,1.3773026172189802,0,0,0,1.885150701965625,0,17.731633451032558,iOS
17,9,2024-06-26,FALSE,FALSE,0,0,6.993464465577681,3.466515570147561,2.9294830714407554,1.7943528040922245,0,3.618438445738388,5.811194319661553,0,1.8143143690091086,2.742689809637575,29.17045285530484,iOS
17,10,2024-07-03,FALSE,FALSE,3.235856937985597,0,0,0,1.4627058411951006,2.2382059260050395,0,0.7747657393737527,0.993596066551575,0,3.59492474036328,3.2166340307475947,15.51668928222194,iOS
17,11,2024-07-10,FALSE,FALSE,0,2.186142383242113,0,2.3369104517347647,1.5913531375468801,4.499784222142738,0,0,3.7237320998923304,0,1.6217508955633029,0,15.959673190122128,iOS
17,12,2024-07-17,FALSE,FALSE,4.133952127149313,4.344569929918104,1.8450656666637455,4.3105731219113315,1.183202908248239,6.410189277728733,3.3146889094667547,0.930225851350609,1.864522065697795,0,0,4.966666929690603,33.303656787825226,iOS
19,1,2024-05-01,FALSE,FALSE,0,4.523752246550582,1.3539870173846522,0,0,6.116205630274222,0,0,0,1.6699542496977882,0,0,13.663899143907244,iOS
