pid,day,date,session,titleID,sessionStart,duration,sessionEnd,genre,platform
1005,47,2024-06-16,1,The Legend of Zelda Tears of the Kingdom,2024-06-16T12:51:28Z,70.2,2024-06-16T14:01:28Z,Turn-based strategy (TBS),Nintendo
1005,47,2024-06-16,2,Animal Crossing New Horizons,2024-06-16T12:28:59Z,115.9,2024-06-16T14:23:59Z,"Visual Novel, Turn-based strategy (TBS)",Nintendo
1005,69,2024-07-08,1,The Legend of Zelda Tears of the Kingdom,2024-07-08T23:24:20Z,58.2,2024-07-09T00:22:20Z,"Strategy, Platform",Nintendo
1005,71,2024-07-10,1,Pokemon UNITE,2024-07-10T22:33:45Z,38,2024-07-10T23:11:45Z,Card & Board Game,Nintendo
1005,71,2024-07-10,2,Pokemon Scarlet / Violet,2024-07-10T22:01:01Z,51.6,2024-07-10T22:52:01Z,Adventure,Nintendo
1005,71,2024-07-10,3,Super Mario Bros Wonder,2024-07-10T18:24:07Z,14,2024-07-10T18:38:07Z,"Adventure, Music, Platform",Nintendo
1005,75,2024-07-14,1,Nintendo Switch Sports,2024-07-14T13:34:20Z,12.3,2024-07-14T13:46:20Z,"Racing, Shooter, Hack and slash/Beat 'em up",Nintendo
1005,79,2024-07-18,1,Animal Crossing New Horizons,2024-07-18T19:27:28Z,11.1,2024-07-18T19:38:28Z,"Turn-based strategy (TBS), Racing, MOBA",Nintendo
1006,33,2024-06-02,1,Animal Crossing New Horizons,2024-06-02T17:16:19Z,26.1,2024-06-02T17:42:19Z,Card & Board Game,Nintendo
1006,36,2024-06-05,1,Mario Kart 8 Deluxe,2024-06-05T23:43:22Z,9.2,2024-06-05T23:52:22Z,"Turn-based strategy (TBS), Card & Board Game",Nintendo
1006,51,2024-06-20,1,Luigis Mansion 3,2024-06-20T09:18:21Z,51.7,2024-06-20T10:09:21Z,MOBA,Nintendo
1006,69,2024-07-08,1,Animal Crossing New Horizons,2024-07-08T00:17:08Z,110.6,2024-07-08T02:07:08Z,"Puzzle, Adventure, Sport",Nintendo
1006,82,2024-07-21,1,Pokemon Scarlet / Violet,2024-07-21T03:13:22Z,17.1,2024-07-21T03:30:22Z,"Real Time Strategy (RTS), Music, Tactical",Nintendo
1009,1,2024-05-01,1,Fire Emblem Three Houses,2024-05-01T16:13:53Z,99.7,2024-05-01T17:52:53Z,"Visual Novel, Shooter",Nintendo
1009,1,2024-05-01,2,The Legend of Zelda Tears of the Kingdom,2024-05-01T18:24:46Z,17.8,2024-05-01T18:41:46Z,"Platform, Role-playing (RPG), Adventure",Nintendo
1009,2,2024-05-02,1,Mario Party Superstars,2024-05-02T05:38:19Z,53.7,2024-05-02T06:31:19Z,"Hack and slash/Beat 'em up, Strategy",Nintendo
1009,4,2024-05-04,1,Super Smash Bros Ultimate,2024-05-04T13:22:19Z,72.2,2024-05-04T14:34:19Z,"Shooter, Strategy",Nintendo
1009,5,2024-05-05,1,Tetris 99,2024-05-05T01:28:32Z,106.4,2024-05-05T03:14:32Z,Puzzle,Nintendo
1009,6,2024-05-06,1,The Legend of Zelda Tears of the Kingdom,2024-05-06T01:00:15Z,8.1,2024-05-06T01:08:15Z,Real Time Strategy (RTS),Nintendo
1009,10,2024-05-10,1,Animal Crossing New Horizons,2024-05-10T14:49:20Z,39.1,2024-05-10T15:28:20Z,"Arcade, Visual Novel",Nintendo
1009,16,2024-05-16,1,The Legend of Zelda Tears of the Kingdom,2024-05-16T13:59:32Z,60.7,2024-05-16T14:59:32Z,"Music, Sport",Nintendo
1009,17,2024-05-17,1,Fire Emblem Engage,2024-05-17T04:32:38Z,90.2,2024-05-17T06:02:38Z,"Racing, Visual Novel, Fighting",Nintendo
1009,17,2024-05-17,2,Splatoon 2,2024-05-17T14:26:43Z,55.2,2024-05-17T15:21:43Z,"MOBA, Hack and slash/Beat 'em up",Nintendo
1009,17,2024-05-17,3,Splatoon 2,2024-05-17T21:03:50Z,63.2,2024-05-17T22:06:50Z,"Turn-based strategy (TBS), Fighting, Arcade",Nintendo
1009,19,2024-05-19,1,Splatoon 3,2024-05-19T03:22:31Z,7.5,2024-05-19T03:29:31Z,Real Time Strategy (RTS),Nintendo
1009,20,2024-05-20,1,Splatoon 3,2024-05-20T06:58:11Z,43.5,2024-05-20T07:41:11Z,"Real Time Strategy (RTS), Card & Board Game, Fighting",Nintendo
1009,21,2024-05-21,1,Hyrule Warriors Definitive Edition,2024-05-21T03:37:39Z,26.4,2024-05-21T04:03:39Z,Visual Novel,Nintendo
1009,25,2024-05-25,1,The Legend of Zelda Tears of the Kingdom,2024-05-25T16:12:38Z,212.5,2024-05-25T19:44:38Z,"Tactical, Role-playing (RPG)",Nintendo
1009,28,2024-05-28,1,Nintendo Switch Sports,2024-05-28T19:42:08Z,45.3,2024-05-28T20:27:08Z,Hack and slash/Beat 'em up,Nintendo
1009,30,2024-05-30,1,The Legend of Zelda Tears of the Kingdom,2024-05-30T05:00:26Z,35.5,2024-05-30T05:35:26Z,Tactical,Nintendo
1009,31,2024-05-31,1,Animal Crossing New Horizons,2024-05-31T11:58:07Z,35,2024-05-31T12:33:07Z,"Strategy, Tactical",Nintendo
1009,32,2024-06-01,1,Super Nintendo Entertainment System Nintendo Switch Online,2024-06-01T11:02:43Z,9.5,2024-06-01T11:11:43Z,"Real Time Strategy (RTS), Sport",Nintendo
1009,32,2024-06-01,2,Super Smash Bros Ultimate,2024-06-01T15:43:46Z,3.7,2024-06-01T15:46:46Z,Puzzle,Nintendo
1009,32,2024-06-01,3,Super Smash Bros Ultimate,2024-06-01T16:56:09Z,45.6,2024-06-01T17:41:09Z,Role-playing (RPG),Nintendo
1009,34,2024-06-03,1,Mario vs Donkey Kong (Demo),2024-06-03T23:57:00Z,80.5,2024-06-04T01:17:00Z,Platform,Nintendo
1009,36,2024-06-05,1,The Legend of Zelda Breath of the Wild,2024-06-05T22:29:02Z,65.6,2024-06-05T23:34:02Z,Strategy,Nintendo
1009,41,2024-06-10,1,Kirby and the Forgotten Land,2024-06-10T09:44:54Z,106.8,2024-06-10T11:30:54Z,"Real Time Strategy (RTS), Turn-based strategy (TBS), Sport",Nintendo
1009,41,2024-06-10,2,The Legend of Zelda Tears of the Kingdom,2024-06-10T22:08:39Z,59,2024-06-10T23:07:39Z,MOBA,Nintendo
1009,41,2024-06-10,3,Animal Crossing New Horizons,2024-06-10T01:33:03Z,99.2,2024-06-10T03:12:03Z,"Tactical, Adventure, Card & Board Game",Nintendo
1009,42,2024-06-11,1,Super Mario Bros Wonder,2024-06-11T14:08:05Z,10,2024-06-11T14:18:05Z,"Music, Fighting",Nintendo
1009,44,2024-06-13,1,Super Smash Bros Ultimate,2024-06-13T01:37:21Z,65.6,2024-06-13T02:42:21Z,Real Time Strategy (RTS),Nintendo
1009,44,2024-06-13,2,Animal Crossing New Horizons,2024-06-13T20:03:55Z,23.8,2024-06-13T20:26:55Z,"Sport, Role-playing (RPG)",Nintendo
1009,44,2024-06-13,3,Nintendo Switch Sports,2024-06-13T17:53:15Z,20.2,2024-06-13T18:13:15Z,"Hack and slash/Beat 'em up, Real Time Strategy (RTS)",Nintendo
1009,46,2024-06-15,1,The Legend of Zelda Tears of the Kingdom,2024-06-15T11:32:09Z,18.6,2024-06-15T11:50:09Z,"Turn-based strategy (TBS), Platform",Nintendo
1009,46,2024-06-15,2,Super Mario Odyssey,2024-06-15T09:12:13Z,319.5,2024-06-15T14:31:13Z,Shooter,Nintendo
1009,46,2024-06-15,3,Pokemon Legends Arceus,2024-06-15T20:20:55Z,63.6,2024-06-15T21:23:55Z,"Turn-based strategy (TBS), Adventure",Nintendo
1009,50,2024-06-19,1,Fire Emblem Engage,2024-06-19T22:44:54Z,60.3,2024-06-19T23:44:54Z,"Fighting, Real Time Strategy (RTS), Simulator",Nintendo
1009,50,2024-06-19,2,Splatoon 3,2024-06-19T12:38:19Z,140.8,2024-06-19T14:58:19Z,Visual Novel,Nintendo
1009,53,2024-06-22,1,Pokemon Scarlet / Violet,2024-06-22T08:38:50Z,33.8,2024-06-22T09:11:50Z,Hack and slash/Beat 'em up,Nintendo
1009,55,2024-06-24,1,Pokemon Scarlet / Violet,2024-06-24T10:25:43Z,3.9,2024-06-24T10:28:43Z,"Simulator, Sport, Role-playing (RPG)",Nintendo
1009,55,2024-06-24,2,Super Smash Bros Ultimate,2024-06-24T22:42:18Z,47.1,2024-06-24T23:29:18Z,"Card & Board Game, Visual Novel, Sport",Nintendo
1009,56,2024-06-25,1,Animal Crossing New Horizons,2024-06-25T04:32:31Z,7.9,2024-06-25T04:39:31Z,Role-playing (RPG),Nintendo
1009,57,2024-06-26,1,Splatoon 3,2024-06-26T19:39:26Z,126.4,2024-06-26T21:45:26Z,Role-playing (RPG),Nintendo
1009,58,2024-06-27,1,Mario Kart 8 Deluxe,2024-06-27T21:42:27Z,15.2,2024-06-27T21:57:27Z,Adventure,Nintendo
1009,61,2024-06-30,1,The Legend of Zelda Tears of the Kingdom,2024-06-30T17:21:44Z,35.8,2024-06-30T17:56:44Z,Puzzle,Nintendo
1009,61,2024-06-30,2,Super Nintendo Entertainment System Nintendo Switch Online,2024-06-30T15:03:05Z,27.8,2024-06-30T15:30:05Z,Tactical,Nintendo
1009,62,2024-07-01,1,Animal Crossing New Horizons,2024-07-01T08:29:03Z,135,2024-07-01T10:44:03Z,Arcade,Nintendo
1009,63,2024-07-02,1,Pokemon HOME,2024-07-02T13:19:47Z,33.5,2024-07-02T13:52:47Z,Adventure,Nintendo
1009,63,2024-07-02,2,Clubhouse Games 51 Worldwide Classics,2024-07-02T22:36:07Z,8.3,2024-07-02T22:44:07Z,"Racing, Role-playing (RPG), Card & Board Game",Nintendo
1009,64,2024-07-03,1,Animal Crossing New Horizons,2024-07-03T17:32:16Z,70.6,2024-07-03T18:42:16Z,Tactical,Nintendo
1009,67,2024-07-06,1,Animal Crossing New Horizons,2024-07-06T05:49:39Z,75.7,2024-07-06T07:04:39Z,"Racing, Fighting, Card & Board Game",Nintendo
1009,68,2024-07-07,1,Super Mario Odyssey,2024-07-07T14:45:11Z,94.2,2024-07-07T16:19:11Z,Platform,Nintendo
1009,69,2024-07-08,1,Animal Crossing New Horizons,2024-07-08T21:39:18Z,38,2024-07-08T22:17:18Z,"Shooter, Role-playing (RPG), Simulator",Nintendo
1009,72,2024-07-11,1,The Legend of Zelda Tears of the Kingdom,2024-07-11T10:00:41Z,131.7,2024-07-11T12:11:41Z,Fighting,Nintendo
1009,77,2024-07-16,1,Splatoon 3,2024-07-16T21:39:26Z,33.4,2024-07-16T22:12:26Z,Turn-based strategy (TBS),Nintendo
1009,78,2024-07-17,1,Pokemon HOME,2024-07-17T00:56:48Z,95.4,2024-07-17T02:31:48Z,Fighting,Nintendo
1009,79,2024-07-18,1,The Legend of Zelda Breath of the Wild,2024-07-18T18:46:53Z,24.7,2024-07-18T19:10:53Z,"Adventure, Sport, Turn-based strategy (TBS)",Nintendo
1009,79,2024-07-18,2,Pokemon Scarlet / Violet,2024-07-18T07:42:55Z,38.9,2024-07-18T08:20:55Z,"Role-playing (RPG), Hack and slash/Beat 'em up, Card & Board Game",Nintendo
1009,80,2024-07-19,1,Mario Kart 8 Deluxe,2024-07-19T11:27:19Z,37.6,2024-07-19T12:04:19Z,"Racing, Visual Novel",Nintendo
1009,81,2024-07-20,1,Mario Party Superstars,2024-07-20T10:09:54Z,34.9,2024-07-20T10:43:54Z,Simulator,Nintendo
1009,81,2024-07-20,2,Super Mario Odyssey,2024-07-20T17:16:51Z,37.3,2024-07-20T17:53:51Z,Racing,Nintendo
1009,81,2024-07-20,3,Xenoblade Chronicles 3,2024-07-20T22:54:22Z,18.9,2024-07-20T23:12:22Z,"Shooter, Adventure, Real Time Strategy (RTS)",Nintendo
1009,82,2024-07-21,1,Animal Crossing New Horizons,2024-07-21T21:21:32Z,97.6,2024-07-21T22:58:32Z,Racing,Nintendo
1009,82,2024-07-21,2,Super Smash Bros Ultimate,2024-07-21T23:44:45Z,34.9,2024-07-22T00:18:45Z,"Platform, Sport",Nintendo
1009,82,2024-07-21,3,New Pokemon Snap,2024-07-21T00:25:24Z,117.3,2024-07-21T02:22:24Z,Racing,Nintendo
1009,83,2024-07-22,1,Pokemon Sword / Shield,2024-07-22T06:18:58Z,48.7,2024-07-22T07:06:58Z,"Hack and slash/Beat 'em up, Platform, MOBA",Nintendo
1009,84,2024-07-23,1,Animal Crossing New Horizons,2024-07-23T19:56:55Z,10.1,2024-07-23T20:06:55Z,"Card & Board Game, Arcade, Strategy",Nintendo
1013,1,2024-05-01,1,The Legend of Zelda Tears of the Kingdom,2024-05-01T06:35:06Z,59.7,2024-05-01T07:34:06Z,"Sport, Racing",Nintendo
1013,6,2024-05-06,1,Pokemon UNITE,2024-05-06T02:19:14Z,23.7,2024-05-06T02:42:14Z,"Sport, Music, Adventure",Nintendo
1013,18,2024-05-18,1,Pokemon UNITE,2024-05-18T16:57:04Z,38.3,2024-05-18T17:35:04Z,Turn-based strategy (TBS),Nintendo
1013,18,2024-05-18,2,Pokemon Brilliant Diamond / Shining Pearl,2024-05-18T22:35:00Z,46,2024-05-18T23:21:00Z,Platform,Nintendo
1013,18,2024-05-18,3,BRAVELY DEFAULT II,2024-05-18T05:41:58Z,10.9,2024-05-18T05:51:58Z,"Platform, Hack and slash/Beat 'em up, Racing",Nintendo
1013,28,2024-05-28,1,The Legend of Zelda Tears of the Kingdom,2024-05-28T08:29:55Z,181.8,2024-05-28T11:30:55Z,Shooter,Nintendo
1013,29,2024-05-29,1,Animal Crossing New Horizons,2024-05-29T14:34:43Z,188.9,2024-05-29T17:42:43Z,"Racing, Puzzle",Nintendo
1013,33,2024-06-02,1,Mario Kart 8 Deluxe,2024-06-02T11:53:40Z,50,2024-06-02T12:43:40Z,Strategy,Nintendo
1013,38,2024-06-07,1,The Legend of Zelda Tears of the Kingdom,2024-06-07T19:08:41Z,154.7,2024-06-07T21:42:41Z,"Puzzle, Adventure",Nintendo
1013,38,2024-06-07,2,Mario Party Superstars,2024-06-07T17:28:09Z,155.7,2024-06-07T20:03:09Z,"Shooter, Strategy",Nintendo
1013,41,2024-06-10,1,Super Smash Bros Ultimate,2024-06-10T15:17:02Z,5.7,2024-06-10T15:22:02Z,"Hack and slash/Beat 'em up, MOBA",Nintendo
1013,47,2024-06-16,1,Fire Emblem Engage,2024-06-16T22:44:41Z,203.8,2024-06-17T02:07:41Z,"Simulator, Racing",Nintendo
1013,55,2024-06-24,1,Pokemon Scarlet / Violet,2024-06-24T18:24:08Z,14.2,2024-06-24T18:38:08Z,Tactical,Nintendo
1013,62,2024-07-01,1,Mario Kart 8 Deluxe,2024-07-01T23:16:37Z,4.8,2024-07-01T23:20:37Z,"Strategy, Real Time Strategy (RTS)",Nintendo
1013,67,2024-07-06,1,Super Smash Bros Ultimate,2024-07-06T15:49:12Z,9.8,2024-07-06T15:58:12Z,Hack and slash/Beat 'em up,Nintendo
1013,69,2024-07-08,1,Pokemon UNITE,2024-07-08T05:39:19Z,19,2024-07-08T05:58:19Z,"Turn-based strategy (TBS), MOBA",Nintendo
1013,70,2024-07-09,1,The Legend of Zelda Skyward Sword HD,2024-07-09T02:20:24Z,15.2,2024-07-09T02:35:24Z,MOBA,Nintendo
1013,75,2024-07-14,1,Super Smash Bros Ultimate,2024-07-14T18:16:54Z,74.3,2024-07-14T19:30:54Z,"Turn-based strategy (TBS), Visual Novel",Nintendo
1013,75,2024-07-14,2,Pokemon UNITE,2024-07-14T07:48:00Z,48.7,2024-07-14T08:36:00Z,"MOBA, Hack and slash/Beat 'em up, Simulator",Nintendo
1013,75,2024-07-14,3,Super Smash Bros Ultimate,2024-07-14T22:27:57Z,132.6,2024-07-15T00:39:57Z,"Visual Novel, Puzzle",Nintendo
1013,76,2024-07-15,1,Splatoon 3,2024-07-15T20:25:57Z,80.7,2024-07-15T21:45:57Z,Music,Nintendo
1015,12,2024-05-12,1,The Legend of Zelda Tears of the Kingdom,2024-05-12T04:29:09Z,3.2,2024-05-12T04:32:09Z,Fighting,Nintendo
1015,18,2024-05-18,1,Pokemon UNITE,2024-05-18T18:57:01Z,188.4,2024-05-18T22:05:01Z,Real Time Strategy (RTS),Nintendo
1015,30,2024-05-30,1,Pokemon Scarlet / Violet,2024-05-30T14:11:44Z,45.4,2024-05-30T14:56:44Z,"Platform, Puzzle",Nintendo
1015,31,2024-05-31,1,Animal Crossing New Horizons,2024-05-31T05:41:27Z,83.6,2024-05-31T07:04:27Z,Role-playing (RPG),Nintendo
1015,32,2024-06-01,1,Pokemon HOME,2024-06-01T20:13:21Z,79.7,2024-06-01T21:32:21Z,Puzzle,Nintendo
1015,38,2024-06-07,1,Pokemon Sword / Shield,2024-06-07T06:29:30Z,10.1,2024-06-07T06:39:30Z,MOBA,Nintendo
1015,41,2024-06-10,1,Super Kirby Clash,2024-06-10T14:59:25Z,7.8,2024-06-10T15:06:25Z,Tactical,Nintendo
1015,41,2024-06-10,2,Animal Crossing New Horizons,2024-06-10T05:30:39Z,247.7,2024-06-10T09:37:39Z,"Real Time Strategy (RTS), Visual Novel",Nintendo
1015,41,2024-06-10,3,Splatoon 3,2024-06-10T16:27:26Z,77.1,2024-06-10T17:44:26Z,Music,Nintendo
1015,45,2024-06-14,1,Mario Kart 8 Deluxe,2024-06-14T01:27:56Z,11.1,2024-06-14T01:38:56Z,"Shooter, Puzzle",Nintendo
1015,54,2024-06-23,1,Pokemon Sword / Shield,2024-06-23T21:14:46Z,78.5,2024-06-23T22:32:46Z,Strategy,Nintendo
1015,60,2024-06-29,1,Good Job,2024-06-29T09:41:57Z,129.3,2024-06-29T11:50:57Z,Shooter,Nintendo
1015,66,2024-07-05,1,Mario Kart 8 Deluxe,2024-07-05T18:49:10Z,3.4,2024-07-05T18:52:10Z,"Hack and slash/Beat 'em up, Arcade",Nintendo
1015,71,2024-07-10,1,Pokemon Scarlet / Violet,2024-07-10T00:26:32Z,21.7,2024-07-10T00:47:32Z,Adventure,Nintendo
1015,74,2024-07-13,1,Pokemon Scarlet / Violet,2024-07-13T10:52:14Z,18.7,2024-07-13T11:10:14Z,"Puzzle, Racing",Nintendo
1015,74,2024-07-13,2,The Legend of Zelda Tears of the Kingdom,2024-07-13T06:59:27Z,88.4,2024-07-13T08:27:27Z,"Role-playing (RPG), Shooter, Racing",Nintendo
1015,74,2024-07-13,3,Super Mario Maker 2,2024-07-13T05:05:22Z,40.7,2024-07-13T05:45:22Z,"Puzzle, Real Time Strategy (RTS)",Nintendo
1015,82,2024-07-21,1,Super Mario Maker 2,2024-07-21T20:40:55Z,143.2,2024-07-21T23:03:55Z,"Real Time Strategy (RTS), Fighting",Nintendo
1020,1,2024-05-01,1,Super Mario 3D World Bowsers Fury,2024-05-01T23:46:38Z,25.2,2024-05-02T00:11:38Z,Real Time Strategy (RTS),Nintendo
1020,2,2024-05-02,1,Animal Crossing New Horizons,2024-05-02T15:00:34Z,19.1,2024-05-02T15:19:34Z,Tactical,Nintendo
1020,12,2024-05-12,1,Pokemon UNITE,2024-05-12T15:21:59Z,122,2024-05-12T17:23:59Z,"Arcade, Card & Board Game",Nintendo
1020,22,2024-05-22,1,Super Mario Bros Wonder,2024-05-22T04:58:25Z,5.9,2024-05-22T05:03:25Z,"Adventure, Music",Nintendo
1020,23,2024-05-23,1,Super Smash Bros Ultimate,2024-05-23T19:11:22Z,42.2,2024-05-23T19:53:22Z,Card & Board Game,Nintendo
1020,27,2024-05-27,1,New Super Mario Bros U Deluxe,2024-05-27T01:17:01Z,34.2,2024-05-27T01:51:01Z,"Music, MOBA",Nintendo
1020,30,2024-05-30,1,Pokemon Scarlet / Violet,2024-05-30T10:54:16Z,3.9,2024-05-30T10:57:16Z,"Puzzle, Racing, Music",Nintendo
1020,30,2024-05-30,2,Mario Tennis Aces,2024-05-30T06:47:47Z,12.4,2024-05-30T06:59:47Z,"Adventure, Strategy, Sport",Nintendo
1020,30,2024-05-30,3,The Legend of Zelda Breath of the Wild,2024-05-30T23:33:41Z,20.7,2024-05-30T23:53:41Z,Fighting,Nintendo
